 Z   A  an correction factor  af correction factor
92 236                  1.03                  0.96
92 235                  1.14                  1.20
92 234                  1.00                  1.00
94 240                  1.00                  1.00
94 239                  0.92                  1.00
94 238                  1.00                  1.00
