37 95 57 144
42 104 52 135
42 105 52 133
42 105 52 134
38 95 56 143
39 101 55 138
40 99 54 141
36 94 58 145
37 97 57 140
37 93 57 147
36 91 58 145
39 98 55 140
43 108 51 131
40 101 54 135
39 101 55 138
39 98 55 141
40 100 54 137
36 90 58 147
35 93 59 147
37 90 57 149
38 95 56 141
42 105 52 134
40 97 54 140
38 96 56 141
42 106 52 132
39 96 55 142
36 92 58 146
39 99 55 138
41 101 53 137
41 102 53 136
37 92 57 146
39 99 55 139
37 93 57 145
41 103 53 135
38 93 56 143
40 101 54 137
38 95 56 144
40 103 54 136
44 113 50 127
41 104 53 134
38 96 56 144
41 103 53 134
42 107 52 132
41 100 53 137
39 98 55 141
38 97 56 141
39 98 55 139
39 97 55 141
41 104 53 133
41 102 53 138
35 91 59 149
41 105 53 135
42 103 52 134
41 99 53 138
42 103 52 134
41 103 53 137
35 89 59 151
40 101 54 137
36 89 58 147
35 89 59 150
39 100 55 139
40 101 54 138
39 98 55 139
38 96 56 142
40 100 54 138
40 102 54 135
39 103 55 137
41 103 53 135
35 87 59 151
39 97 55 143
43 108 51 130
41 102 53 135
39 98 55 139
39 98 55 141
39 99 55 140
38 98 56 140
38 97 56 141
40 102 54 136
42 105 52 131
41 103 53 137
38 95 56 142
42 104 52 134
40 100 54 140
40 105 54 134
39 100 55 140
40 105 54 135
36 95 58 144
41 103 53 135
35 90 59 148
34 85 60 153
41 101 53 137
37 93 57 145
37 97 57 142
37 92 57 147
37 95 57 145
41 106 53 133
40 102 54 137
37 96 57 144
40 103 54 136
39 100 55 140
39 98 55 139
39 99 55 139
38 98 56 140
38 96 56 142
36 93 58 143
40 98 54 139
43 107 51 130
40 102 54 136
42 103 52 134
37 92 57 147
43 107 51 131
40 100 54 138
41 102 53 135
38 98 56 140
42 105 52 132
41 103 53 135
44 112 50 126
40 100 54 136
43 109 51 131
41 105 53 134
41 103 53 134
40 101 54 137
39 101 55 138
39 98 55 138
42 103 52 135
40 101 54 137
40 99 54 140
39 101 55 137
36 93 58 146
32 85 62 154
39 99 55 139
37 93 57 144
42 108 52 131
41 107 53 133
42 106 52 133
43 104 51 134
42 105 52 134
41 103 53 135
38 98 56 140
42 106 52 132
36 92 58 146
41 102 53 137
44 108 50 129
38 99 56 141
37 90 57 149
36 92 58 147
38 95 56 144
39 97 55 141
40 96 54 139
36 95 58 143
41 106 53 133
40 100 54 139
41 103 53 135
38 96 56 141
42 107 52 131
35 90 59 149
40 99 54 138
39 97 55 140
40 100 54 138
39 99 55 139
40 101 54 136
43 105 51 132
38 98 56 140
39 100 55 137
39 99 55 138
41 104 53 134
40 102 54 138
38 94 56 143
42 105 52 134
37 96 57 143
33 88 61 152
38 93 56 143
44 111 50 130
37 94 57 143
39 99 55 139
37 94 57 144
36 89 58 147
43 109 51 130
42 106 52 134
38 94 56 143
38 96 56 140
37 96 57 142
43 105 51 133
40 102 54 136
40 103 54 134
41 106 53 134
41 101 53 137
41 104 53 135
38 96 56 142
35 91 59 148
41 101 53 135
40 102 54 136
35 90 59 148
41 99 53 139
41 102 53 135
36 92 58 146
44 109 50 129
38 96 56 141
42 106 52 134
37 93 57 146
40 103 54 136
38 99 56 141
42 105 52 132
36 90 58 147
39 99 55 139
39 96 55 140
40 96 54 142
39 99 55 141
40 103 54 136
42 104 52 134
40 101 54 137
39 100 55 139
45 111 49 129
38 94 56 142
34 87 60 152
41 102 53 135
38 96 56 143
38 96 56 141
38 98 56 139
41 102 53 135
35 90 59 148
42 109 52 131
43 105 51 132
42 104 52 133
41 103 53 135
38 97 56 140
41 101 53 136
36 92 58 148
42 102 52 135
44 107 50 131
38 96 56 141
38 98 56 140
40 101 54 136
40 98 54 139
40 99 54 137
40 98 54 140
41 102 53 136
40 102 54 136
43 107 51 132
38 97 56 143
41 104 53 134
38 95 56 143
38 96 56 144
43 106 51 132
40 102 54 136
38 99 56 140
39 100 55 139
39 99 55 139
42 106 52 134
41 105 53 133
42 104 52 133
40 104 54 135
37 92 57 145
40 100 54 136
40 103 54 135
39 98 55 142
41 103 53 134
42 106 52 132
41 102 53 135
41 101 53 136
35 90 59 149
35 86 59 153
42 104 52 134
42 102 52 134
41 104 53 133
39 100 55 139
42 105 52 133
42 107 52 133
39 99 55 140
35 90 59 148
35 89 59 150
40 100 54 137
37 90 57 146
38 94 56 144
42 104 52 133
44 107 50 131
40 102 54 137
41 106 53 133
39 98 55 139
42 108 52 132
41 104 53 134
40 103 54 135
37 92 57 147
39 99 55 138
39 100 55 140
35 90 59 148
41 104 53 135
40 101 54 136
40 99 54 139
41 102 53 136
38 97 56 140
39 96 55 141
40 104 54 134
38 97 56 141
34 87 60 151
42 104 52 133
39 97 55 142
39 100 55 139
42 108 52 132
38 96 56 140
39 99 55 140
40 99 54 136
40 100 54 139
41 103 53 136
38 94 56 145
38 96 56 142
38 96 56 142
37 93 57 145
40 102 54 136
36 94 58 144
36 90 58 146
40 98 54 141
38 94 56 141
40 101 54 135
38 96 56 141
42 104 52 134
40 100 54 137
43 107 51 132
39 99 55 139
41 103 53 136
42 107 52 132
41 103 53 135
41 103 53 136
38 98 56 139
42 106 52 134
42 105 52 133
41 102 53 135
42 105 52 133
42 107 52 131
35 91 59 149
39 100 55 139
43 106 51 132
41 103 53 135
37 97 57 141
44 108 50 130
36 92 58 145
39 99 55 139
41 108 53 132
42 104 52 133
44 110 50 130
42 102 52 134
36 91 58 147
38 99 56 139
43 105 51 134
40 104 54 135
39 99 55 140
41 104 53 135
41 105 53 134
37 92 57 145
39 97 55 139
40 101 54 135
43 105 51 133
40 101 54 138
36 91 58 147
40 101 54 137
41 103 53 135
37 89 57 148
41 101 53 136
41 102 53 137
39 97 55 142
40 100 54 137
42 104 52 134
40 102 54 136
33 85 61 153
38 96 56 141
39 101 55 139
41 103 53 134
36 92 58 146
41 107 53 134
35 88 59 149
40 101 54 135
38 92 56 144
41 100 53 139
39 98 55 141
38 95 56 142
43 111 51 129
41 103 53 135
