0 		100.665  73.5462
0.5 	100.657  73.5385
1 		100.13  73.1845
1.5 	100.007  73.1136
2 		99.8595  73.0336
2.5 	99.7411  72.9575
3 		99.5861  72.8727
3.5 	99.4781  72.8038
4 		99.3376  72.7646
4.5 	99.2068  72.672
5 		99.0007  72.6463
5.25 	98.9482  72.6037
5.5 	98.8911  72.5578
5.75 	98.8431  72.5237
6.25 	99.5173  72.7919
6.5 	100.182  73.1946
6.75 	100.829  73.6608
7 		101.444  74.1294
7.25 	101.362  74.0543
