0 		101.128  139.872
0.5 	101.125  139.875
1 		101.124  139.876
1.5 	101.13 	 139.869
2 		101.139  139.858
2.5 	101.14   139.853
3	    101.141  139.847
3.5 	101.139  139.843
4 		101.171  139.806
4.5		101.163  139.809
5 		101.244  139.721
5.25 	101.233  139.729
5.5 	101.228  139.731
5.75 	101.225  139.731
6.25 	100.767  139.406
6.5 	100.673  139.384
6.75 	100.677  139.381
7 		100.701  139.356
7.25 	100.687  139.371
